retweet_count,reply_count,like_count,quote_count,bookmark_count,impression_count,timestamp
0,4,14,0,0,825,2025-05-19 15:14:28
0,4,18,0,0,1328,2025-05-19 16:17:07
0,4,21,0,0,1513,2025-05-19 17:02:10
0,4,27,0,0,1843,2025-05-19 19:02:37
0,4,31,0,0,1937,2025-05-19 20:02:52
0,4,32,0,0,2102,2025-05-19 21:48:20
0,4,32,0,0,2195,2025-05-19 23:03:40
0,4,32,0,0,2248,2025-05-20 01:19:14
0,4,32,0,0,2266,2025-05-20 02:49:37
0,4,32,0,0,2280,2025-05-20 04:19:59
0,4,32,0,0,2297,2025-05-20 06:20:29
0,4,32,0,0,2313,2025-05-20 07:05:41
0,4,32,0,0,2353,2025-05-20 08:51:07
0,4,33,0,0,2412,2025-05-20 10:51:37
0,4,34,0,0,2453,2025-05-20 12:22:00
0,4,34,0,0,2495,2025-05-20 13:52:23
0,6,34,0,0,2567,2025-05-20 15:37:49
0,6,34,0,0,2598,2025-05-20 16:53:08
0,6,34,0,0,2616,2025-05-20 18:23:32
0,6,34,0,0,2633,2025-05-20 19:53:54
0,6,34,0,0,2646,2025-05-20 21:09:12
0,6,34,0,0,2660,2025-05-20 22:54:40
0,6,34,0,0,2667,2025-05-20 23:54:56
0,6,34,0,0,2669,2025-05-21 00:55:13
0,6,34,0,0,2670,2025-05-21 01:40:25
0,6,35,0,0,2673,2025-05-21 02:55:44
0,6,35,0,0,2674,2025-05-21 03:40:56
0,6,35,0,0,2678,2025-05-21 04:56:14
0,6,35,0,0,2682,2025-05-21 05:56:28
0,6,35,0,0,2683,2025-05-21 06:41:39
0,6,35,0,0,2694,2025-05-21 07:56:57
0,6,35,0,0,2704,2025-05-21 08:57:11
0,6,35,0,0,2707,2025-05-21 09:57:25
0,6,35,0,0,2713,2025-05-21 10:57:39
0,6,35,0,0,2720,2025-05-21 11:57:52
0,6,35,0,0,2723,2025-05-21 12:58:06
0,6,35,0,0,2755,2025-05-21 13:58:23
0,6,35,0,0,2772,2025-05-21 14:28:30
0,6,35,0,0,2788,2025-05-21 15:13:42
0,6,35,0,0,2795,2025-05-21 16:13:57
0,6,35,0,0,2799,2025-05-21 16:59:09
0,6,35,0,0,2807,2025-05-21 17:59:25
0,6,35,0,0,2817,2025-05-21 18:59:40
0,6,35,0,0,2818,2025-05-21 19:59:55
0,6,35,1,0,2821,2025-05-21 21:00:12
0,6,35,1,0,2826,2025-05-21 22:00:28
0,6,35,1,0,2835,2025-05-21 22:45:39
0,6,35,1,0,2836,2025-05-21 23:45:55
0,6,35,1,0,2839,2025-05-22 00:51:12
0,6,35,1,0,2839,2025-05-22 01:21:19
0,6,35,1,0,2839,2025-05-22 01:51:26
0,6,35,1,0,2839,2025-05-22 02:21:34
0,6,35,1,0,2841,2025-05-22 02:51:41
0,6,35,1,0,2843,2025-05-22 03:06:45
0,6,35,1,0,2846,2025-05-22 03:36:52
0,6,35,1,0,2846,2025-05-22 04:06:59
0,6,35,1,0,2846,2025-05-22 04:37:07
0,6,35,1,0,2846,2025-05-22 05:07:14
0,6,35,1,0,2846,2025-05-22 05:37:21
0,6,35,1,0,2848,2025-05-22 06:07:28
0,6,35,1,0,2852,2025-05-22 06:37:36
0,6,35,1,0,2852,2025-05-22 06:52:39
0,6,35,1,0,2852,2025-05-22 07:22:47
0,6,35,1,0,2853,2025-05-22 07:52:54
0,6,35,1,0,2853,2025-05-22 08:23:02
0,6,35,1,0,2855,2025-05-22 08:53:09
0,6,35,1,0,2859,2025-05-22 09:23:17
0,6,35,1,0,2859,2025-05-22 09:53:24
0,6,35,1,0,2860,2025-05-22 10:23:32
0,6,35,1,0,2862,2025-05-22 10:53:39
0,6,35,1,0,2862,2025-05-22 11:23:47
0,6,35,1,0,2870,2025-05-22 11:53:54
0,6,35,1,0,2870,2025-05-22 12:24:01
0,6,35,1,0,2874,2025-05-22 12:54:09
0,6,35,1,0,2877,2025-05-22 13:24:16
0,6,35,1,0,2877,2025-05-22 13:54:24
0,6,35,1,0,2878,2025-05-22 14:24:31
0,6,35,1,0,2880,2025-05-22 14:54:39
0,6,35,1,0,2880,2025-05-22 15:24:46
0,0,0,0,0,0,2025-05-19 14:33:22
