retweet_count,reply_count,like_count,quote_count,bookmark_count,impression_count,timestamp
3,28,87,0,0,1272,2025-05-18 16:53:40
13,85,193,0,0,4905,2025-05-18 18:08:58
17,135,300,1,2,11095,2025-05-18 19:54:27
20,174,364,6,2,17022,2025-05-18 21:54:59
24,195,395,6,3,19927,2025-05-18 23:10:18
25,206,420,6,3,21756,2025-05-19 00:40:41
25,208,430,6,3,22437,2025-05-19 02:11:05
25,210,436,6,3,22897,2025-05-19 04:26:40
27,220,447,6,3,24036,2025-05-19 06:42:14
34,237,471,6,4,25998,2025-05-19 08:27:40
34,245,482,6,4,27284,2025-05-19 09:42:59
39,263,516,6,4,29635,2025-05-19 11:58:33
39,271,526,6,4,30598,2025-05-19 12:58:48
40,279,539,6,4,32307,2025-05-19 14:44:15
40,281,547,6,4,33494,2025-05-19 16:02:05
41,286,558,6,4,34481,2025-05-19 17:47:18
43,304,575,6,5,36046,2025-05-19 20:48:04
44,312,590,6,5,37148,2025-05-19 23:33:47
44,315,596,6,5,37421,2025-05-20 01:49:22
44,315,596,6,5,37478,2025-05-20 03:19:44
44,315,597,6,5,37543,2025-05-20 05:20:15
44,317,602,6,5,37790,2025-05-20 07:50:52
44,319,603,6,5,38057,2025-05-20 09:36:18
44,324,607,6,5,38333,2025-05-20 11:21:45
44,327,608,6,5,38559,2025-05-20 13:07:11
44,327,611,6,5,38728,2025-05-20 14:37:34
44,329,612,6,5,38922,2025-05-20 16:23:01
44,329,612,6,5,39049,2025-05-20 18:08:28
44,329,613,6,5,39183,2025-05-20 20:39:04
44,329,613,6,5,39262,2025-05-20 22:24:32
44,329,613,6,5,39291,2025-05-20 23:39:52
44,329,613,6,5,39308,2025-05-21 00:40:08
44,329,613,6,5,39329,2025-05-21 01:55:29
44,329,613,6,5,39332,2025-05-21 02:40:41
44,329,613,6,5,39339,2025-05-21 04:11:03
44,329,613,6,5,39348,2025-05-21 05:11:17
44,329,613,6,5,39359,2025-05-21 06:11:32
44,329,614,6,5,39381,2025-05-21 07:26:50
44,329,614,6,5,39414,2025-05-21 08:27:04
44,329,614,6,5,39429,2025-05-21 09:27:18
44,330,614,6,5,39461,2025-05-21 10:42:35
44,330,614,6,5,39488,2025-05-21 11:42:49
44,330,614,6,5,39508,2025-05-21 12:43:03
44,330,614,6,5,39528,2025-05-21 13:43:19
44,330,614,6,5,39554,2025-05-21 14:58:38
44,330,614,6,5,39571,2025-05-21 15:58:53
44,330,614,6,5,39588,2025-05-21 17:14:13
44,330,614,6,5,39612,2025-05-21 18:29:32
44,330,615,6,5,39622,2025-05-21 19:29:47
44,331,615,6,5,39638,2025-05-21 20:45:08
44,331,615,6,5,39653,2025-05-21 21:45:24
44,331,615,6,5,39675,2025-05-21 23:15:47
44,331,615,6,5,39681,2025-05-22 00:16:03
0,0,0,0,0,0,2025-05-18 16:03:45
